native_index,energy_eV,doppler_x,support,Aup_s_inv,Adn_s_inv,Gamma_s_inv,Tvr_2s_s_inv,Tvr_2p_s_inv,Trv_2s_s_inv,Trv_2p_s_inv
259,1.17507959999999994e+01,6.48092049163833235e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,8.09841874174950904e-01,-1.93124613383512090e-03,-2.76172805208161132e-05,-7.76528256133835137e-01,-3.33136180411157945e-02
260,1.17843560000000007e+01,6.62105469158862797e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.25554413147997912e-01,-1.94437623425007056e-03,-2.58576225993938135e-05,-8.90045156234250068e-01,-3.55092569137477956e-02
261,1.18170470000000005e+01,6.75756026758907319e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.07378709300643393e+00,-1.99361929156367194e-03,-2.46062175498655339e-05,-1.03544711929156374e+00,-3.83399737148702111e-02
262,1.18488389999999999e+01,6.89031195068858324e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.26963568438851149e+00,-2.09015771726361443e-03,-2.39345737092241755e-05,-1.22746815771726347e+00,-4.21675266712480262e-02
263,1.18798159999999999e+01,7.01966049395020855e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.53847182330156240e+00,-2.25221096060739066e-03,-2.40086993222449264e-05,-1.49079591096060726e+00,-4.76759123409551400e-02
264,1.19099500000000003e+01,7.14548897968626625e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.92574114935634455e+00,-2.51407537772797753e-03,-2.51602949225595283e-05,-1.86960927537772803e+00,-5.61318739786164367e-02
265,1.19392949999999995e+01,7.26802289200870928e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.52014994604129194e+00,-2.94133362436130872e-03,-2.80952513259588249e-05,-2.44994523362436123e+00,-7.02047124169306452e-02
266,1.19679059999999993e+01,7.38749189066120380e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.51565199536258310e+00,-3.67577239245167218e-03,-3.44352687006108048e-05,-3.41954727239245182e+00,-9.61047229701312428e-02
267,1.19957550000000008e+01,7.50377905795607512e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.41077293298990547e+00,-5.07738105330480301e-03,-4.84994455152748565e-05,-5.26004028105330423e+00,-1.50732651936601375e-01
268,1.20229250000000008e+01,7.61723097132465045e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.85405742531523465e+00,-8.30873919673104193e-03,-8.50812602203338274e-05,-9.56036383919673227e+00,-2.93693586118501937e-01
269,1.20493869999999994e+01,7.72772653744754643e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.54864334186727426e+01,-1.93241209906197912e-02,-2.24338026586544522e-04,-2.46286741209906204e+01,-8.57759297682123112e-01
270,1.20751960000000000e+01,7.83549541606843832e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.22269375680490526e+02,-1.51522255661046240e-01,-2.10773024962998415e-03,-2.13365402255661024e+02,-8.90397342482951437e+00
271,1.21003799999999995e+01,7.94065452487499533e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.73037018357054819e+02,-1.05930876167326327e-01,-1.85286745227722090e-03,-1.64409800876167310e+02,-8.62721748088751106e+00
272,1.21249389999999995e+01,8.04320386386722384e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.84334066371655290e+01,-1.01088803459933232e-02,-2.30935797388145785e-04,-1.72511098803459930e+01,-1.18229675681953728e+00
273,1.21488720000000008e+01,8.14313925741342428e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.08418565316219340e+00,-2.97634715523856968e-03,-9.13340216140861482e-05,-5.57129324715523833e+00,-5.12892406006955071e-01
274,1.21722610000000007e+01,8.24080310731322606e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.82195207882330745e+00,-1.22290307461059527e-03,-5.14688261397914127e-05,-2.50559060307461046e+00,-3.16361475748696941e-01
275,1.21950789999999998e+01,8.33608267151065047e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.54691643992619632e+00,-5.87824054524612935e-04,-3.44891660059826297e-05,-1.31538522405452452e+00,-2.31531215871671692e-01
276,1.22173259999999999e+01,8.42897795000570841e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.38210315243507731e-01,-3.08028688450554444e-04,-2.55697989317795846e-05,-7.51149168688450608e-01,-1.87061146555057123e-01
277,1.22390830000000008e+01,8.51982716896633428e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.10501935395379558e-01,-1.69490416117469236e-04,-2.02258355964018556e-05,-4.49559720416117470e-01,-1.60942214979262116e-01
278,1.22603240000000007e+01,8.60852176196824439e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,4.19777960734170286e-01,-9.56190440023211761e-05,-1.67245754355766277e-05,-2.75313839044002306e-01,-1.44464121690168007e-01
279,1.22810469999999992e+01,8.69505337774803229e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.02919882162423437e-01,-5.42800883526128256e-05,-1.42772305998882403e-05,-1.69315380088352618e-01,-1.33604502074070819e-01
280,1.23013089999999998e+01,8.77966002731277877e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.28988484528043074e-01,-3.04432996026985595e-05,-1.24797995323133521e-05,-1.02694283299602701e-01,-1.26294201228440373e-01
281,1.23211080000000006e+01,8.86233335939906829e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.81495321125578257e-01,-1.65117870217125523e-05,-1.11098275294436769e-05,-6.01271217870217173e-02,-1.21368199338556526e-01
282,1.23404720000000001e+01,8.94319029169458008e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.51083204743530458e-01,-8.39522022668693355e-06,-1.00345495720668428e-05,-3.29458192202266922e-02,-1.18137385523303759e-01
283,1.23593729999999997e+01,9.02211390651163674e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.32165061782907239e-01,-3.78923811321560562e-06,-9.17239515133039826e-06,-1.59968732381132184e-02,-1.16168188544794021e-01
284,1.23778670000000002e+01,9.09933803922560401e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.21286104402716352e-01,-1.34401396136676156e-06,-8.46808699867565439e-06,-6.09423291396136730e-03,-1.15191871488754982e-01
285,1.23959259999999993e+01,9.17474577214879173e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.16235629403573432e-01,-2.48592334273214581e-07,-7.88607661172125845e-06,-1.20866279233427317e-03,-1.15026966611239165e-01
286,1.24136030000000002e+01,9.24855841376146600e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.15586005050697979e-01,-3.99284549070189531e-09,-7.39992467637954468e-06,-2.07855298454907023e-05,-1.15565219520852483e-01
287,1.24308999999999994e+01,9.32078431532702234e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.18402082935793143e-01,-2.99057349055509931e-07,-6.99177884443820533e-06,-1.66439585734905540e-03,-1.16737687078444091e-01
288,1.24478170000000006e+01,9.39142347684547531e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.24083388831247504e-01,-9.38218264260364953e-07,-6.64878441190236037e-06,-5.57432081826426083e-03,-1.18509068012983249e-01
289,1.24643789999999992e+01,9.46058028910937537e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.32268845454730138e-01,-1.79892701657830053e-06,-6.36113872781728637e-06,-1.13944109270165787e-02,-1.20874434527713556e-01
290,1.24805609999999998e+01,9.52815036132617206e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.42769540825465863e-01,-2.80628728683560347e-06,-6.12259830150900340e-06,-1.89218282872868349e-02,-1.23847712538179028e-01
291,1.24964169999999992e+01,9.59435917760780831e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.55550822597908422e-01,-3.91628300340699293e-06,-5.92750575052573080e-06,-2.80744112830034059e-02,-1.27476411314905030e-01
292,1.25119460000000000e+01,9.65920256232259271e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.70701901469318296e-01,-5.10700902211788781e-06,-5.77287684198441702e-06,-3.88740820090221206e-02,-1.31827819460296175e-01
293,1.25271220000000003e+01,9.72257194904624157e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.88439676535792466e-01,-6.37331923769611692e-06,-5.65759131702040968e-06,-5.14427063192376965e-02,-1.36996970216554770e-01
294,1.25419979999999995e+01,9.78468864625900824e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.09136303907131282e-01,-7.72121069218649559e-06,-5.58060300200263011e-06,-6.60092452106921940e-02,-1.43127058696439102e-01
295,1.25565759999999997e+01,9.84556100522430461e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.33335247040125981e-01,-9.16917743473771097e-06,-5.54321306597684667e-06,-8.29298611774347411e-02,-1.50405385862691254e-01
296,1.25708540000000006e+01,9.90518067467872606e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.61811113313334065e-01,-1.07481508254875019e-05,-5.54849554552937669e-06,-1.02724048150825475e-01,-1.59087065162508617e-01
297,1.25848060000000004e+01,9.96343908819798708e+03,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.95654478054226677e-01,-1.25050794661464297e-05,-5.60207818406718556e-06,-1.26135005079466150e-01,-1.69519472974760527e-01
298,1.25985130000000005e+01,1.00206744719500330e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.36435362983018793e-01,-1.45015336447732806e-05,-5.71078943986347295e-06,-1.54227851533644766e-01,-1.82207511449374027e-01
299,1.26119210000000006e+01,1.00766613418229026e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,3.86398013425480080e-01,-1.68338590356709454e-05,-5.88789076223876772e-06,-1.88551743859035670e-01,-1.97846269566444383e-01
300,1.26250839999999993e+01,1.01316251819285499e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,4.48894245362302324e-01,-1.96361588020131955e-05,-6.15126003348681530e-06,-2.31414356158802015e-01,-2.17479889203500310e-01
301,1.26379750000000008e+01,1.01854532502110105e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.29042763215508804e-01,-2.31184121132761469e-05,-6.53042942016979853e-06,-2.86366528412113297e-01,-2.42676234803395535e-01
302,1.26505939999999999e+01,1.02381455466702664e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,6.35028126571047125e-01,-2.76107629184475378e-05,-7.07187584771243110e-06,-3.59101110762918452e-01,-2.75927015808128728e-01
303,1.26629959999999997e+01,1.02899317310499882e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,7.80632705903072655e-01,-3.36573618442139071e-05,-7.85204220964046328e-06,-4.59228027361844204e-01,-3.21404678541228450e-01
304,1.26751260000000006e+01,1.03405821436065180e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,9.90566278670600431e-01,-4.22456043964934783e-05,-9.01007085951578186e-06,-6.04064635604396494e-01,-3.86501643066203882e-01
305,1.26870379999999994e+01,1.03903222684518005e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.31315261052820498e+00,-5.52735207301515349e-05,-1.08105731760891684e-05,-8.27573903520730236e-01,-4.85578707007474797e-01
306,1.26987319999999997e+01,1.04391521055858520e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.85415872547613025e+00,-7.68881271270965556e-05,-1.38267114213410755e-05,-1.20440048812712708e+00,-6.49758237349003287e-01
307,1.27101819999999996e+01,1.04869630885843853e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,2.88582610062911282e+00,-1.17723590226745785e-04,-1.95110799557236521e-05,-1.92747032359022685e+00,-9.58355777038885970e-01
308,1.27214139999999993e+01,1.05338637838716804e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,5.30961552525832126e+00,-2.12781228633435773e-04,-3.25801928988855074e-05,-3.63834838122863369e+00,-1.67126714402968735e+00
309,1.27324560000000009e+01,1.05799711091354275e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.38579192651354646e+01,-5.44775199276117473e-04,-7.72759557730371793e-05,-9.72111887519927542e+00,-4.13680038993619004e+00
310,1.27432800000000004e+01,1.06251681466879272e+04,NATIVE_RIGHT_EXTERIOR,0.00000000000000000e+00,0.00000000000000000e+00,1.21790383613859376e+02,-4.68998103397818417e-03,-6.18551953139913845e-04,-8.72634089810339759e+01,-3.45269746328253930e+01
